"Source","RelativePath","LengthBytes","Reason"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_ln\wingl.vol","312","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_ln\wingr.ply","1043548","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_ln\wingr.vol","312","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_ln\wings.mtl","195","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_sa\body.ply","378691","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_sa\body.vol","416","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_sa\bomber.mtl","183","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_sa\tie_bomber.mdl","2028","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_sa\tie_sa.def","2105","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_sa\tie_sa_static.def","133","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_sa\wingl.ply","140975","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_sa\wingl.vol","416","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_sa\wingr.ply","140835","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_sa\wingr.vol","416","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_st_x1\body.ply","607999","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_st_x1\body.vol","223650","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_st_x1\glass.ply","4747","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_st_x1\glass.vol","1980","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_st_x1\gun.ply","37603","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_st_x1\gun2.ply","3811","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_st_x1\gun3.ply","33289","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_st_x1\gun_rot.ply","17107","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_st_x1\gun_rot2.ply","3679","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_st_x1\material_#3090.mtl","105","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_st_x1\material_#3105.mtl","105","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_st_x1\material_#3106.mtl","104","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_st_x1\material_#3107.mtl","104","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_st_x1\material_#3108.mtl","104","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_st_x1\material_#3109.mtl","104","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_st_x1\material_#3110.mtl","104","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_st_x1\material_#3111.mtl","105","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_st_x1\tie_striker.mdl","4223","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_st_x1\tie_st_x1.def","2756","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_st_x1\wingl.ply","43285","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_st_x1\wingl.vol","10857","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_st_x1\wingr.ply","43210","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\tie_st_x1\wingr.vol","10938","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_ca_xx\body.ply","313803","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_ca_xx\body.vol","416","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_ca_xx\body2.ply","531951","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_ca_xx\bomber.mtl","183","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_ca_xx\tie_ca_xx.def","54","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_ca_xx\tie_interdictor_xx.mdl","2678","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_ca_xx\wingl.ply","140975","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_ca_xx\wingl.vol","416","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_ca_xx\wingr.ply","140835","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_ca_xx\wingr.vol","416","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_in_xx\body.mtl","199","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_in_xx\body.ply","660856","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_in_xx\body.vol","12532","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_in_xx\tie_in_static_xx.def","47","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_in_xx\tie_in_xx.def","47","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_in_xx\tie_in_xx.mdl","2915","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_in_xx\window.mtl","195","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_in_xx\wingl.ply","999380","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_in_xx\wingl.vol","1560","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_in_xx\wingls.ply","1362908","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_in_xx\wingr.ply","999380","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_in_xx\wingr.vol","1560","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_in_xx\wingrs.ply","1362972","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_in_xx\wings.mtl","203","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_ln_xx\body.mtl","195","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_ln_xx\body.ply","660856","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_ln_xx\body.vol","12532","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_ln_xx\tie_fighter_xx.mdl","1922","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_ln_xx\tie_ln_xx.def","50","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_ln_xx\window.mtl","195","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_ln_xx\wingl.ply","1736444","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_ln_xx\wingl.vol","312","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_ln_xx\wingr.ply","1043548","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_ln_xx\wingr.vol","312","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_ln_xx\wings.mtl","195","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_sa_xx\body.ply","378691","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_sa_xx\body.vol","416","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_sa_xx\bomber.mtl","183","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_sa_xx\tie_bomber_xx.mdl","2028","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_sa_xx\tie_sa_xx.def","49","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_sa_xx\wingl.ply","140975","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_sa_xx\wingl.vol","416","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_sa_xx\wingr.ply","140835","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_sa_xx\wingr.vol","416","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_st_x1_xx\body.ply","607999","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_st_x1_xx\body.vol","223650","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_st_x1_xx\glass.ply","4747","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_st_x1_xx\glass.vol","1980","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_st_x1_xx\gun.ply","37603","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_st_x1_xx\gun2.ply","3811","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_st_x1_xx\gun3.ply","33289","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_st_x1_xx\gun_rot.ply","17107","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_st_x1_xx\gun_rot2.ply","3679","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_st_x1_xx\material_#3090.mtl","105","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_st_x1_xx\material_#3105.mtl","105","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_st_x1_xx\material_#3106.mtl","104","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_st_x1_xx\material_#3107.mtl","104","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_st_x1_xx\material_#3108.mtl","104","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_st_x1_xx\material_#3109.mtl","104","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_st_x1_xx\material_#3110.mtl","104","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_st_x1_xx\material_#3111.mtl","105","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_st_x1_xx\tie_st_x1_xx.def","50","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_st_x1_xx\tie_st_x1_xx.mdl","4223","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_st_x1_xx\wingl.ply","43285","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_st_x1_xx\wingl.vol","10857","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_st_x1_xx\wingr.ply","43210","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\tie_st_x1_xx\wingr.vol","10938","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\xwing_xx\anim.txt","7593","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\xwing_xx\b1.ply","1615","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\xwing_xx\b2.ply","1615","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\xwing_xx\body.ply","55657","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\xwing_xx\body.vol","28183","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\xwing_xx\tt.mtl","85","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\xwing_xx\wingl1.ply","70739","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\xwing_xx\wingl1.vol","16986","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\xwing_xx\wingl2.ply","74169","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\xwing_xx\wingl2.vol","18013","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\xwing_xx\wingr1.ply","70735","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\xwing_xx\wingr1.vol","16986","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\xwing_xx\wingr2.ply","74165","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\xwing_xx\wingr2.vol","18013","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\xwing_xx\x-wing.mtl","90","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\xwing_xx\xwing_xx.def","44","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\x\xwing_xx\xwing_xx.mdl","3131","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\xwing\anim.txt","7593","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\xwing\b1.ply","1615","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\xwing\b2.ply","1615","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\xwing\body.ply","55657","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\xwing\body.vol","28183","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\xwing\engine_start.anm","899","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\xwing\engine_stop.anm","802","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\xwing\engine_work.anm","414","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\xwing\tt.mtl","85","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\xwing\wingl1.ply","70739","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\xwing\wingl1.vol","16986","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\xwing\wingl2.ply","74169","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\xwing\wingl2.vol","18013","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\xwing\wingr1.ply","70735","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\xwing\wingr1.vol","16986","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\xwing\wingr2.ply","74165","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\xwing\wingr2.vol","18013","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\xwing\x-wing.mdl","3233","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\xwing\x-wing.mtl","90","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\airborne\xwing\xwing.def","2079","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\14_-_default.mtl","55","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\anim.txt","68774","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\body.ply","267334","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\body.vol","1612","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\body_r.anm","2949","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\crew.vol","208","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\engine.vol","208","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\enumerator.ply","616","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\hit.anm","5393","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\imp_tiefighter_c.dds","699192","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\material#1.mtl","121","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\material#2.mtl","122","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\number1.mtl","69","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\number2.mtl","69","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\number3.mtl","69","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\open.anm","2949","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\open_driver.anm","2949","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\pz4g.dds","22000","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\pz4g_n.dds","11064","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\pz4g_s.dds","11064","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\shieldl.ply","2145","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\shieldr.ply","2145","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\start.anm","2949","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\stop.anm","2949","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\tex2_0.bmp","70","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\tie.mtl","65","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\tie_mauler.def","2220","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\tie_mauler.mdl","8643","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\track#1.mtl","120","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\track#2.mtl","120","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\track#3.mtl","120","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\track#4.mtl","120","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\track#5.mtl","120","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\trackl.ply","10414","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\trackleft.vol","208","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\trackr.ply","10554","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\trackright.vol","208","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\wheell1.ply","13075","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\wheell10.ply","22651","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\wheell2.ply","3235","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\wheell3.ply","3235","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\wheell4.ply","3235","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\wheell5.ply","3235","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\wheell6.ply","3235","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\wheell7.ply","3235","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\wheell8.ply","3235","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\wheell9.ply","3235","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\-vehicle_star_wars\light\tie_mauler\wheelr1.ply","13079","TIE or X-wing path keyword"
